"IDPUBLICACION","IDTIPOPUBLICACION","IDFUENTE","NO_AUTORES","AÑO_PUBLICACION","TITULO","NOMBRE_LIBRO-REVISTA","EDITOR_LIBRO","VOL_REVISTA","NUM_REVISTA","EDITORIAL/INSTITUCION","FECHA_PUBLICACION","LUGAR_PUBLICACION","PAG_ARTICULO","PAG_PUBLICACION","suma"
669.00,1.00,1.00,1.00,"1923","Vertebrate fossil from the Mina Erupcion","American Journal of Science","ND",6.00,"33","ND","1923","ND","229-238","ND",1.00
670.00,1.00,1.00,1.00,"1958","Quaternary stratigraphy of the Guadiana Valley, Durango, Mexico","Bulletin of the Geological Society of America","ND",69.00,"ND","ND","1958","ND","1197-1215","ND",1.00
671.00,1.00,1.00,1.00,"1905","Ocurrence of Mastodon humboldtii in Northern Mexico","American Journal of Science","ND",19.00,"112","ND","1905","ND","330","ND",1.00
672.00,1.00,1.00,1.00,"1940","Early man in American: index to localities, and selected Bibliography","Bulletin of the Geological Society of America","ND",51.00,"ND","ND","1940","ND","373-431","ND",1.00
673.00,2.00,1.00,1.00,"1988","Pre-Clovis people: early discoveries of America?","American Before Columbus: ice-age origins","Carlisle, R. C.",0.00,"12","Departament of Anthropology, University of Pittsburgh","1988","ND","31-43","123",1.00
674.00,2.00,1.00,1.00,"1940","Man and elefant in Central America","Man","ND",40.00,"ND","The Royal Anthropological Institute","1940","ND","86-88","ND",1.00
675.00,1.00,1.00,1.00,"1922","Species of American Pleistocene Mammoths Elephas jeffersonii, new species","American Museum Novitates","ND",0.00,"41","ND","1922","ND","1-16","ND",1.00
676.00,1.00,1.00,1.00,"1912","Brachyostracon a new genus of Glyptodonts from Mexico","Bulletin of the American Museum of Natural History","ND",31.00,"ND","The American Museum of Natural History","1912","ND","167-177","ND",1.00
677.00,1.00,1.00,1.00,"1960","Late Pleistocene extinction and radiocarbon Datiny","American Antiquity","ND",26.00,"1","ND","1960","ND","58-77","ND",1.00
678.00,2.00,1.00,1.00,"1988","Clovis People: the human factor in the Pleistocene Megafauna extinction","American Before Columbus: ice-age origins","Carlisle, R. C.",0.00,"12","Departament of Anthropology, University of Pittsburgh","1988","ND","63-74","123",1.00
679.00,1.00,1.00,1.00,"1889","The edentata of North American","The American Naturalist","ND",23.00,"272","ND","1889","ND","657-664","ND",1.00
680.00,1.00,1.00,2.00,"1953","Association of artifacts with mammoth in the Valley of Mexico","American Antiquity","ND",18.00,"4","ND","1953","ND","332-340","ND",1.00
681.00,1.00,1.00,1.00,"1951","The Early Americans","Scientific American","ND",184.00,"2","ND","1951","ND","15-19","ND",1.00
682.00,2.00,1.00,1.00,"1964","Northern Mesoamerica","Prehistoric Man in the New World","Marsh, Rice William",0.00,"ND","The University of Chicago Press","1964","ND","291-329","633",1.00
683.00,1.00,1.00,1.00,"1951","Some new aspects of the Tepexpan man case","Texas Archeological and Paleontological","ND",0.00,"22","ND","1951","ND","217-224","ND",1.00
684.00,1.00,1.00,2.00,"1960","An Eden-Scottsbluff burial in Northeastern Wisconsin","American Antiquity","ND",26.00,"ND","ND","1960-61","ND","43-57","ND",1.00
685.00,1.00,1.00,1.00,"1953","A strange Pleistocene fossil locality in Mexico","Technical Papers","ND",118.00,"ND","ND","1953","ND","748-749","ND",1.00
686.00,1.00,1.00,1.00,"1951","Radiocarbon Age measurements and fossil man in Mexico","Science","ND",113.00,"ND","ND","1951","ND","124-125","ND",1.00
687.00,4.00,1.00,1.00,"1982","Análisis de los materiales arqueológicos de la gruta de Loltún, Yucatán, México","ND","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1982","ND","ND","247",1.00
688.00,1.00,1.00,1.00,"1889","The Proboscidia","The American Naturalist","ND",13.00,"268","ND","1889","ND","191-211","ND",1.00
689.00,1.00,1.00,1.00,"1929","New Eurasiatic and American proboscideans","American Museum Novitates","ND",0.00,"393","ND","1929","ND","1-23","ND",1.00
690.00,1.00,1.00,2.00,"1968","Distribution of the porcupine, Erethizon dorsatum, in Mexico","Mammalia","ND",32.00,"1","ND","1968","ND","709-711","ND",1.00
691.00,1.00,1.00,3.00,"1969","Dilemma posed by uranium-series dates on archaecologically significant bones from Valsequillo, Puebla, México","Earth and Planetary Science Letters","ND",0.00,"6","ND","1969","ND","237-244","ND",1.00
692.00,2.00,1.00,1.00,"1964","The primitive hunters","Handbook of Middle American Indians","ND",0.00,"1","The University of Texas","1964","ND","384-412","ND",1.00
693.00,1.00,1.00,1.00,"1974","Sobre la fauna pleistocenica de Tequixquiac y los artefactos que se han hallado en la misma región","Boletín (II Epoca)","ND",0.00,"9","Instituto Nacional de Antropología e Historia","1974","ND","41-46","64",1.00
694.00,1.00,1.00,3.00,"1983","Los restos de megafauna","En marcha. Educación y Cultura","ND",0.00,"2-3","Secretaría de Educación y Cultura del estado de Chiapas","1983","ND","4-9","48",1.00
695.00,1.00,1.00,1.00,"1857","On the species of Mastodon and Elephas ocurring in the fossil state in England","The Quarterly Journal of the Geological Society of London","ND",14.00,"1","ND","1857","ND","81-84","ND",1.00
696.00,1.00,1.00,1.00,"1970","Einige junpleistozäne säugetiere (Platygonus, Arctodus und Canis dirus) aus dem Valsequillo, Mexiko","Quartär","ND",0.00,"21","ND","1970","ND","57-66","ND",1.00
697.00,7.00,1.00,1.00,"1869","On remains of a large extinct lama (Palauchenia magna, Owen) from Quaternary deposits in the Valley of Mexico","Proceedings of the Royal Society of London","ND",17.00,"ND","ND","1869","ND","405-406","ND",1.00
698.00,1.00,1.00,1.00,"1885","Pliocene horses of Southwestern Texas","The American Naturalist","Packard, Alpheus S. y Cope, Edward D.",19.00,"ND","ND","1885","ND","1208-1209","ND",1.00
699.00,1.00,1.00,1.00,"1978","Tlapacoya: a Late Pleistocene site in central Mexico","Early man in America. from a circum-pacific perspective","Bryan, Alan Lyle",8.00,"ND","Paper of the Departament of Antropology University of Alberta, 1.","1978","ND","221-230","327",1.00
700.00,1.00,1.00,1.00,"1972","Some implications of recent excavations and surveys in Nuevo Leon and Coahuila","The Texas Journal of Science","ND",24.00,"1","ND","1972","ND","45-56","ND",1.00
701.00,2.00,1.00,1.00,"1978","Archeologist debate: how and when did first migrants come?","The peopling of the new world","ND",1.00,"ND","Northwestern Archeological","1978","ND","ND","ND",1.00
702.00,2.00,1.00,1.00,"1986","Taxonomy of North American Mammoths","The Colby Mammoth Site: taphonomy and archaeology of a clovis kill in northern Wyoming","Frison, George C. y Todd Lawrence C.",0.00,"ND","University of New Mexico","1986","ND","165-169","238",1.00
703.00,3.00,1.00,1.00,"1992","The Archaelogy of La Calsada","ND","Hester, Thomas R.",0.00,"ND","The University of Texas Press","1992","ND","ND","223",1.00
704.00,1.00,1.00,1.00,"1981","Los talleres líticos de Aguacatenango, Chis.","Colección Científica","ND",0.00,"95","Instituto Nacional de Antropología e Historia","1981","ND","1-81","81",1.00
705.00,1.00,1.00,2.00,"1977","La cuenca lacustre Plio-Pleistocenica de Tula-Zumpango","Informes del Departamento de Prehistoria","ND",0.00,"2","Instituto Nacional de Antropología e Historia","1977","ND","1-85","85",1.00
706.00,2.00,1.00,1.00,"1989","A quantitative study of North American fossil species of the genus Equus","The Evolution of Preissodactyls","Prothero, Donald R. y Schoch, R. M.",0.00,"ND","Oxford University Press","1989","ND","262-297","537",1.00
707.00,1.00,1.00,1.00,"1985","Context and chronology of Early Man in the Americans","Ann. Rev. Antropol.","ND",0.00,"14","ND","1985","ND","529-555","ND",1.00
708.00,2.00,1.00,2.00,"1990","Late Quaternary mammals from the Chihuahuan Desert: paleoecology and latitudinal gradients","Packrat middens: the last 40,000 years of biotic change","Betancourt, Julio L., Van Devender, Thomas R. y Martin, Paul S.",0.00,"ND","The University of Arizona Press","1990","ND","350-362","467",1.00
709.00,1.00,1.00,1.00,"1910","Die Saugetierfauna des Pliocans und Postpliocans von Mexiko. I Carnivoren","Geologische und Palaentologische Abhandlungen","ND",9.00,"ND","ND","1910","ND","195-231","ND",1.00
710.00,2.00,1.00,1.00,"1991","La fauna de Ventoquipa del Pleistoceno Tardío del Estado de Hidalgo","Memoria de la convención sobre la evolución geologica de México. Primer Congreso Mexicano de Minerología","ND",0.00,"ND","Instituto de Geología, UNAM; Inst. Investigaciones en Ciencias de la Tierra, UAH; Soc. Mex. de Minerología, A. C.; Subsec. Educación Superior e Investigación Científica, SEP","1991","ND","22","249",1.00
711.00,2.00,1.00,1.00,"1991","Panorama de las faunas Plestocénicas de vertebrados de México","Memoria de la convención sobre la evolución geologica de México. Primer Congreso Mexicano de Minerología","ND",0.00,"ND","Instituto de Geología, UNAM; Inst. Investigaciones en Ciencias de la Tierra, UAH; Soc. Mex. de Minerología, A. C.; Subsec. Educación Superior e Investigación Científica, SEP","1991","ND","123-125","249",1.00
712.00,3.00,1.00,3.00,"1973","Geologische und Paläontologische untersuchungen im Valsequillo bei Puebla (Mexiko)","ND","ND",0.00,"ND","Franz Steiner Verlag GMBH","1973","Wiesbaden","ND","177",1.00
713.00,4.00,1.00,1.00,"1995","Fauna local Mina de San Antonio, Pleistoceno Tardío de San Luis Potosí, y su significación Geológico-Paleontólogica","ND","ND",0.00,"ND","Universidad Autónoma del Estado de Morelos","1995","ND","ND","129",1.00
714.00,1.00,1.00,2.00,"1949","Nota preliminar sobre dos artefactos del Pleistoceno Superior hallados en la región de Tequixquiac, México.","El México Antiguo","ND",7.00,"ND","ND","1949","ND","154-163","ND",1.00
715.00,1.00,1.00,1.00,"1959","Hallazgo de un artefacto asociado con Mammut en el Valle de Puebla","Publicaciones del Departamento de Prehistoria","ND",0.00,"7","Instituto Nacional de Antropología e Historia","1959","ND","7-25","ND",1.00
716.00,1.00,1.00,6.00,"1995","First radiocarbon dates for San Josecito Cave, Nuevo León, México","Quaternary Research","ND",0.00,"43","ND","1995","ND","255-258","ND",1.00
717.00,1.00,1.00,1.00,"1946","Discovery of an upper Pleistocene human fossil at Tepexpam, Valley of Mexico","Revista Mexicana de Estudios Antropológicos","ND",8.00,"1-3","Sociedad Mexicana de Antropología","1946","ND","287-288","ND",1.00
718.00,1.00,1.00,1.00,"1973","El hombre en Tlapacoya desde unos 20 mil años","Boletín (II Epoca)","ND",0.00,"4","Instituto Nacional de Antropología e Historia","1973","ND","3-8","ND",1.00
719.00,1.00,1.00,1.00,"1967","Excavaciones en un sitio Pleistocenico de Tlapacoya","Boletín del Instituto Nacional de Antropología e Historia","ND",0.00,"29","ND","1967","ND","37-41","ND",1.00
720.00,1.00,1.00,1.00,"1946","New evidence for the antiquity of Early man in Mexico","Revista Mexicana de Estudios Antropológicos","ND",8.00,"1-3","Sociedad Mexicana de Antropología","1946","ND","69-88","ND",1.00
721.00,1.00,1.00,1.00,"1947","Antecedentes del descubrimiento del hombre de Tepexpan","Anthropos","ND",1.00,"1","ND","1947","ND","ND","ND",1.00
722.00,1.00,1.00,1.00,"1959","Los cazadores del mamut, primeros habitantes de México","Esplendor del México Antiguo","ND",0.00,"1","Centro de Investigaciones Antropológicas de México","1959","ND","53-72","478",1.00
723.00,1.00,1.00,1.00,"1955","El segundo mamut fósil de Santa Isabel Iztapan, México y artefactos asociados","Publicaciones de la Dirección de Prehistoria","ND",0.00,"1","Instituto Nacional de Antropología e Historia","1955","ND","1-59","59",1.00
724.00,1.00,1.00,1.00,"1967","Ausgrabungen einer eiszeitlichen tierwelt im Valsequillo (Hochland von Mexiko)","Quartär","ND",18.00,"ND","ND","1967","ND","163-172","ND",1.00
725.00,1.00,1.00,2.00,"1967","Über reste fossiler Tylopoden aus Mexiko","Zeitschrift für zoologische Systematik und Evolitions forschung","ND",7.00,"4","ND","1969","ND","243-254","ND",1.00
726.00,1.00,1.00,2.00,"1987","Mammute und ihre kümmerfotmen von Eurasien bis Mexiko","Quartär","ND",0.00,"37-38","ND","1987","ND","13-51","ND",1.00
727.00,1.00,1.00,1.00,"1967","Praäriewolf und Säbelzahntiger aus den Plestozän des Valsequillo, Mexiko","Quartär","ND",0.00,"18","ND","1967","ND","173-178","ND",1.00
728.00,1.00,1.00,1.00,"1981","Estudio del material lítico procedente de la Gruta de Loltún, Yucatán","Revista Mexicana de Estudios Antropológicos","ND",26.00,"2","Sociedad Mexicana de Antropología","1981","ND","191-204","236",1.00
729.00,1.00,1.00,1.00,"1975","Dos artefactos de hueso en asosiación con restos pleistocénicos en Los Reyes La Paz, México","Anales del Instituto Nacional de Antropología e Historia, época 7a","ND",4.00,"52","ND","1975","ND","237-250","376",1.00
730.00,1.00,1.00,1.00,"1968","Untersuchungen zur jungeiszeitlichen und Nacheiszeitlichen Geologischen und Paläontologischen Geschichte","El proyecto México de la Fundación Alemana para la Investigación Científica","Tichy, Franz",1.00,"ND","Franz Steiner Verlag GMBH","1968","Wiesbaden","32-36","ND",1.00
731.00,1.00,1.00,1.00,"1980","Recent discoveries in the caves of Loltun, Yucatan, Mexico","Mexicon","ND",2.00,"4","ND","1980","ND","53-55","ND",1.00
732.00,2.00,1.00,1.00,"1988","La entrada del hombre a la Península de Yucatán","Orígenes del hombre americano (seminario)","Alba González Jacome",0.00,"ND","ND","1988","ND","245-261","ND",1.00
733.00,2.00,1.00,1.00,"1953","Introduction","Faunal and archeological researches in Yucatan caves","Hatt, Robert T., Fisher Harvey I., Langebartel Dave A. & Brainerd, George W.",0.00,"33","Cranbrook Institute of Science","1953","ND","1-42","119",1.00
734.00,1.00,1.00,2.00,"1991","Fauna identificada en las excavaciones de Temamatla, Estado de México","Antropológicas","ND",0.00,"6","ND","ND","ND","69-83","ND",1.00
735.00,1.00,1.00,1.00,"1984","Two new species of the late Pleistocene woodrats (Cricetidae: Neotoma) from New Mexico","Journal of Mammalogy","ND",65.00,"4","ND","ND","ND","560-566","ND",1.00
736.00,1.00,1.00,1.00,"1948","Historia del Valle de Mejoco en las postrimerias del Cuaternario en relación con el hombre prehisttorico (resumen)","Boletín de la Sociedad Geológica Mexicana","ND",13.00,"ND","ND","1948","ND","77-79","ND",1.00
737.00,1.00,1.00,1.00,"1968","First record of the turkey Meleagris gallopavo from the Pleistocene of Mexico","The Condor","ND",70.00,"3","ND","ND","ND","274-274","ND",1.00
738.00,2.00,1.00,1.00,"1953","Mammals","Faunal and archeological researches in Yucatan caves","Hatt, Robert T., Fisher Harvey I., Langebartel Dave A. & Brainerd, George W.",0.00,"33","Cranbrook Institute of Science","1953","ND","45-77","119",1.00
739.00,8.00,1.00,1.00,"1994","Restos de un mamut localizado en las inmediaciones de Santiago Papasquiaro, Durango (7-1)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1994","ND","ND","ND",1.00
740.00,1.00,1.00,1.00,"1973","Estudios estatigráficos en Tapacoya, Estado de México","Colección Científica","ND",0.00,"59","Instituto Nacional de Antropología e Historia","1973","ND","1-80","80",1.00
741.00,2.00,1.00,1.00,"1986","Los mayas de la gruta de Loltún, Yucatán, a través de sus materiales arqueológicos","Colección Científica","ND",0.00,"149","Instituto Nacional de Antropología e Historia","1986","ND","1-148","148",1.00
742.00,1.00,1.00,2.00,"1966","Un sitio Pleistócenico en Tlapacoya, Estado de México","Boletín del Instituto Nacional de Antropología e Historia","ND",0.00,"23","ND","1966","ND","30-32","ND",1.00
743.00,1.00,1.00,1.00,"1870","On remains of a large extinct lama (Palauchenia magna, Ow.) from Quaternary deposits in the Valley of Mexico","Philosophical Transaction of the Royal Society of London","ND",160.00,"ND","ND","1870","ND","65-77","ND",1.00
744.00,8.00,1.00,1.00,"1985","Identificación de los restos de animales, procedentes de Chimalhucan, Atenco, Ed. de Mexico. (14-64)","ND","ND",0.00,"1985","Instituto Nacional de Antropología e Historia","1985","ND","ND","ND",1.00
745.00,8.00,1.00,3.00,"1985","Excavación de restos oseos de fauna pleistocénica en Landa de Matamoros, Queretaro (21-1)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1985","ND","ND","ND",1.00
746.00,1.00,1.00,1.00,"1985","Informe sobre el hallazgo de fauna fósil en la población de Chimalhuacán-Atenco, Estado de Mexico (14-64)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1985","ND","ND","ND",1.00
747.00,8.00,1.00,1.00,"1986","Chimalhuacan, restos oseos (14-64)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1986","ND","ND","ND",1.00
748.00,8.00,1.00,2.00,"1968","Informe de la localización de restos de fauna fósil reportados en Monterrey, Nuevo León (18-9)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1968","ND","ND","ND",1.00
749.00,8.00,1.00,1.00,"1988","Hallazgo de restos óseos de proboscideo en la colonia Santa Martha, Acatitla (14-64)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1988","ND","ND","ND",1.00
750.00,4.00,1.00,1.00,"1990","Los sitios del Valle del Mamut, Tamps., y su lítica (27-9)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1990","ND","ND","199",1.00
751.00,8.00,1.00,2.00,"1980","Informe sobre el hallazgo de un esqueleto de mamut en Chinconcuac, Estado de México (14-65)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1980","ND","ND","ND",1.00
752.00,8.00,1.00,1.00,"1981","Denuncia de restos de fauna fósil, Cierres Ideal de México, S. A., Toltepec, México (12-65)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1981","ND","ND","ND",1.00
753.00,8.00,1.00,3.00,"1978","Informe sobre el hallazgo de fauna pleistocénica en la Colinia ""El Capulin"" Mpo. Naucalpan, Edo. de México","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1978","ND","ND","ND",1.00
754.00,8.00,1.00,1.00,"1979","Restos de Equus sp. de la colonia Los Cuartos, Mpo. de Naucalpan de Juárez, Edo. de México","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1979","ND","ND","ND",1.00
755.00,8.00,1.00,1.00,"1981","Santa Lucia II Informe preliminar","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1981","ND","ND","ND",1.00
756.00,8.00,1.00,3.00,"1982","Informe sobre los restos de megafauna del Municipio de Villa Corzo, Chiapas","Archivo del Departamento de Prehistoria (6-85)","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1982","ND","ND","ND",1.00
757.00,8.00,1.00,1.00,"1995","Informe de localización de un vestigio de fauna de Mapimi, Durango (9-14)","Archivo del Departamento de Prehistoria (6-85)","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1995","ND","ND","ND",1.00
758.00,8.00,1.00,2.00,"1993","Proyecto Arqueológico Metro Línea 9 (informe final) (8-10)","Archivo del Departamento de Prehistoria (6-85)","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1993","ND","ND","ND",1.00
759.00,8.00,1.00,2.00,"1974","Restos de animales de la ofrenda 9 Templo Mayor, México (8-119)","Archivo del Departamento de Prehistoria (6-85)","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1974","ND","ND","ND",1.00
760.00,4.00,1.00,1.00,"1992","Descripción y variación del esqueleto post-craneal de Glossophaga morenoi morenoi Martínez y Villa, 1938 (Chiroptera Phyllostomidae)","ND","ND",0.00,"ND","Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional","1992","ND","ND","82",1.00
761.00,1.00,1.00,1.00,"1986","Estudio palinológico del perfil estatigráfico de la unidad ""El Toro"" Grutas de lotún, Yucatán","Cuadernos de Trabajo del Departamento de Prehistoria","ND",0.00,"31","Instituto Nacional de Antropología e Historia","1986","ND","ND","ND",1.00
762.00,8.00,1.00,1.00,"1990","Una osamenta de las antiguas riberas de la laguna de Chairel, Tampico, Tamaulipas (27-11)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1990","ND","ND","ND",1.00
763.00,8.00,1.00,2.00,"1972","Informe de los trabajos realizados durante las excavaciones del mamut en los Reyes La Paz, Edo. de México. Período del 27 de octubre al 18 de noviembre de 1972 (14-256)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1972","ND","ND","ND",1.00
764.00,8.00,1.00,1.00,"1984","Informe de la primera temporada de campo del proyecto Xicotencatl (27-8)","ND","ND",0.00,"ND","ND","1984","ND","ND","ND",1.00
765.00,8.00,1.00,1.00,"1971","Dos artefactos de huesos en asociación a restos pleistocénicos en los Reyes La Paz, México (14-189)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","ND","ND","ND","ND",1.00
766.00,1.00,1.00,1.00,"1949","Early man in Mexico","Viking Fund Publications in Anthropology","ND",0.00,"11","ND","1949","ND","13-45","ND",1.00
767.00,2.00,1.00,1.00,"1956","Los materiales de huesos, astas, cuernos, conchas y madera de la cueva de la Candelaria, Coahuila","Memorias del Instituto Nacional de Antropología e Historia V. Cueva de La Candelaria","Aveleyra Arroyo de Anda, Luis, Maldonado-Koerdell, Manuel y Martínez del Río, Pablo",1.00,"ND","Instituto Nacional de Antropología e Historia. Secretaria de Educacción Pública","1956","ND","109-163","ND",1.00
768.00,8.00,1.00,1.00,"9999","Informe sobre la identificación del material procedente de Los Reyes, Estado de México","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","ND","ND","ND","ND",1.00
769.00,1.00,1.00,1.00,"1956","Some implications of the carbon-14 dates from a cave in Coahuila, Mexico","Bulletin of Texas Archaeological Society","ND",0.00,"27","ND","1956","ND","215-234","ND",1.00
770.00,1.00,1.00,2.00,"1982","La cueva de Santa Marta Ocozocoautla, Chiapas. Estatigrafía, cronología y cerámica","Colección Científica","ND",0.00,"111","Instituto Nacional de Antropología e Historia","1982","ND","1-168","168",1.00
771.00,8.00,1.00,1.00,"1979","Megafauna de Ciudad Guerrrero, Chihuahua (7-1)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1979","ND","ND","ND",1.00
772.00,8.00,1.00,1.00,"1956","La cueva de la Paila, cerca a Parras, Coahuila","Memorias del Instituto Nacional de Antropología e Historia V. Cueva de La Candelaria","Aveleyra Arroyo de Anda, Luis, Martínez del Rio, Pablo y Maldonado-Koerdell, Manuel",1.00,"ND","Instituto Nacional de Antropología e Historia. Secretaria de Educacción Pública","1956","ND","167-202","216",1.00
773.00,1.00,1.00,1.00,"1972","The hunter-gatherer nomads of northern Mexico: a comparison of the archival and archaeological records","World Archaeology","ND",4.00,"2","ND","1972","ND","167-178","253",1.00
774.00,2.00,1.00,1.00,"1986","Las excavaciones","Tlapacoya: 35000 años de historia del Lago de Chalco","Lorenzo, José Luis y Mirambell, Lorena",0.00,"155","Colección Científica, Serie Prehistoria, Instituto Nacional de Antropología e Historia","1986","ND","13-56","297",1.00
775.00,8.00,1.00,2.00,"1981","Informe acerca de los restos de mamut encontrados en los trabajos del sistema de transporte colectivo ""metro"" que se realizan en esta delegación Azcapotzalco (8-148)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1981","ND","ND","ND",1.00
776.00,8.00,1.00,2.00,"1983","Informe sobre un nuevo hallazgo de restos fósiles de mamutes en Tepexpan, Edo. de México (14-65)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1983","ND","ND","ND",1.00
777.00,8.00,1.00,2.00,"1990","Proyecto el Cedral (23-17)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1990","ND","ND","ND",1.00
778.00,8.00,1.00,1.00,"1980","Informe de la exploración de los restos oseos de el mamut en la línea 4 norte del metro . In: reporte general de los trabajos de Arqueología realizados en la ciudad de México durante los años 1978-1980 (8-153)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1980","ND","ND","ND",1.00
779.00,8.00,1.00,2.00,"1981","Definición del formativo en la cuenca baja del río Pánuco. primer informe (19-9)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1981","ND","ND","ND",1.00
780.00,2.00,1.00,2.00,"1972","Excavations in the Coxcatlan Locality in the Alluvial Slopes","The prehistory of the Tehuacan Valley. volume five: excavations and reconnaissance","MacNeish, Richard S.",5.00,"ND","University of Texas Press","1972","ND","219-340","529",1.00
781.00,8.00,1.00,1.00,"1984","Informe del hallazgo de fauna pleistocénica en el Cerrito del Tepeyac, D. F. (8-181)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1984","ND","ND","ND",1.00
782.00,8.00,1.00,3.00,"1977","Informe de las excavaciones paleontológicas realizadas en el Rancho ""La Amapola"", Cedral, San Luis Potosí. 1a Temporada, 1977 (23-50)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","ND","ND","ND","ND",1.00
783.00,8.00,1.00,2.00,"9999","Informe de la segunda temporada de excavaciones realizadas en El Cedra, San Luis Potosí","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","ND","ND","ND","ND",1.00
784.00,2.00,1.00,1.00,"1975","Chapter XV: the last trech at Sabaka","The hill-caves of Yucatan. a search for evidence of man´s antiquity in the caverns of Central America","ND",0.00,"ND","University Oklahoma Press","1975","ND","146-159","183",1.00
785.00,2.00,1.00,1.00,"1975","Chapter XII: Loltun, the roch of flowers","The hill-caves of Yucatan. a search for evidence of man´s antiquity in the caverns of Central America","ND",0.00,"ND","University Oklahoma Press","1975","ND","98-125","183",1.00
786.00,2.00,1.00,1.00,"1975","Chapter IX: over hill and dale","The hill-caves of Yucatan: a search for evidence of man´s antiquity in the caverns of Central America","ND",0.00,"ND","University Oklahoma Press","1975","ND","79-84","183",1.00
787.00,2.00,1.00,1.00,"1975","Chapter V: the first important evidence","The hill-caves of Yucatan: a search for evidence of man´s antiquity in the caverns of Central America","ND",0.00,"ND","University Oklahoma Press","1975","ND","45-57","183",1.00
788.00,2.00,1.00,1.00,"1975","Chapter IV: wet caves in a dry land","The hill-caves of Yucatan: a search for evidence of man´s antiquity in the caverns of Central America","ND",0.00,"ND","University Oklahoma Press","1975","ND","32-44","183",1.00
789.00,8.00,1.00,6.00,"1974","Informe de la primera temporada de excavaciones en el abrigo de Santa Marta, Ocozocoautla, Chis. (6-114)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1974","ND","ND","ND",1.00
790.00,8.00,1.00,1.00,"1981","Expediente B/311 (72-31) (02)/1 (2.25.11)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1981","ND","1-1","ND",1.00
791.00,2.00,1.00,1.00,"1975","Chapter XVI: a summary","The hill-caves of Yucatan. a search for evidence of man´s antiquity in the caverns of Central America","ND",0.00,"ND","University Oklahoma Press","1975","ND","160-178","183",1.00
792.00,3.00,1.00,2.00,"1984","El cenote de los sacrificios: tesoros mayas extraídos del cenote sagrado de Chichén Itzá","ND","ND",0.00,"ND","Fondo de Cultura Económica","ND","ND","ND","1-177",1.00
793.00,3.00,1.00,3.00,"1996","Vertebrados fósiles del estado de Hidalgo. Fossil vertebrates from the state of Hidalgo","Vertebrados fósiles del estado de Hidalgo. Fossil vertebrates from the state of Hidalgo","ND",0.00,"ND","Universidad Autónoma del estado de Hidalgo","1996","ND","1-127","127",1.00
